text,category,plant,genus,species,plant_group,category_int,plant_group_int
"Flowering and Fruiting- Bigleaf maple begins to produce seed at about 10 years of age and continues every year thereafter (23). It is polygamous, and both staminate and perfect flowers are mixed in the same dense, cylindrical racemes. Flowers are greenish yellow and scented, and they appear before the leaves-from March, at low elevations and in the southern part of the range, to June, at high elevations and in the north. Pollination by insects usually occurs within 2 to 4 weeks after the buds burst (29). Pubescent double samaras result, with 3.5- to 5-cm (1.4- to 2-in) wings that diverge at less than a 90° angle. They ripen in September and October. Seed Production and Dissemination- Seeds are abundant almost every year, but production by individual trees and stands can vary from year to year (7). Although most of the seeds are dispersed by the wind between October and January, some seeds can be found on trees as late as March. Bigleaf maple seeds are large and generally triangular or oval. They are 4 to 12 mm (0.16 to 0.47 in) long and 4 to 9 mm (0.16 to 0.35 in) thick. At field moisture content, filled-seed weights range from 5,200 to 7,900 seeds/kg (2,400 to 3,600 seeds/lb) for individual trees in the Oregon Coast Range. Seed coat comprises 60 to 70 percent of the seed weight (39). Seed moisture content reaches a minimum of 10 to 20 percent (dry weight basis) before the autumn rains begin in western Oregon. After the rains begin, seed moisture content varies among individual trees, but it increases by 140 to 200 percent. The pubescent seed coat appears to be effective in holding water and raising seed moisture content quickly. Seed collection and storage are best done when minimum moisture content is reached before the start of the autumn rains. Seeds in this condition can be stored without further drying for at least 1 year at 1° C (34° F) with only a slight loss in viability. Seeds collected after the moisture content has increased are usually killed by redrying, but they can be stored for up to 6 months at the field moisture content with a 30- to 40-percent reduction in viability Seeds stored in this way produce vigorous seedlings when planted in nursery beds (39). Table 2-Characteristic trees, shrubs, and herbs associated with bigleaf maple in five portions of its native range Seedling Development- Germination is epigeal. It begins in late January or early February under field conditions and is usually completed by April or May in the Oregon Coast Range. Seeds germinate completely at 1° C (34° F) under laboratory conditions, beginning at about 60 days and completing their germination after 90 to 120 days (39). Because of this low temperature threshold for germination, seeds germinate early under natural conditions if moisture is not limiting. Germination during stratification can be used as a means of screening seeds before sowing. If seeds are stratified for 60 days and then germinated, the optimum temperature for germination is 15° C (59° F) (10). Exogenous gibberellin, cytokinin, or ethylene do not overcome the stratification requirement (10). A small number of seeds have been found germinating on trees in December before dispersal (39). Seed germination is excellent on mineral soil and organic substrates (7,25,39), and seedling establishment is best when those substrates do not dry excessively during the growing season. Bigleaf maple seedling emergence is not affected by Douglas-fir canopy density in coastal Oregon under conditions that vary from young-and-dense to old-and-open stands, but emergence is better under all of these stand conditions than it is in clearcut areas (7). An average 30 to 40 percent of the viable seeds germinate if they are protected from predators, and occasional seed lots attain 80 percent germination (7). All bigleaf maple seeds germinate during the late winter and spring after seed dispersal. Delayed germination does not occur in subsequent years (7). Bigleaf maple seedlings have a high juvenile growth potential, exceeding that of Douglas-fir and other conifers (38,39). When open-grown under conditions of adequate moisture and nutrients, seedlings reach heights of 1 to 2 m (3.3 to 6.6 ft) in one growing season. Competition affects growth, however; and first-season height is reduced by more than 50 percent when seedling density is increased from 1 to about 600 seedlings/m² (0.1 to 55.7 seedlings/ft²). Seedling weight is even more sensitive to competition than seedling height, and an increase in density from 1 to 60 seedlings/m² (0.1 to 5.6 seedlings/ft²) can result in a 50-percent decrease in seedling dry weight (39). The morphology of young seedlings is strongly influenced by density. At low density, branch development begins in the buds associated with the cotyledons and moves up the stem as height growth progresses. At high densities, branch development is suppressed and the few branches that develop soon die. Internode length is highly responsive to density, and the longest internodes are produced at intermediate densities during the first year of growth. The growth potential of bigleaf maple is rarely achieved in the field under normal conditions of light, moisture, competition, and browsing intensity (7). A survey of bigleaf maple seedlings in western Oregon showed that the tallest seedlings were 5 m (16.4 ft) tall and 20 to 30 years old. The height distribution of all seedlings in a stand most commonly resembled an inverted J, with 0 to 25 cm (0 to 10 in) tall, 1- to 4-year-old seedlings, most numerous. Normal and bimodal height distributions were also observed in the western Oregon survey. Although these seedlings were all growing in the understories of Douglas-fir stands, shapes of the height-distribution curves did not seem to be associated with stand conditions. Few seedlings were found in clearcuts (7). Browsing by deer probably is the most important factor influencing the height and stem morphology of bigleaf maple seedlings (7). Temporary flooding is common on riparian sites, and the seedlings are able to survive short periods of inundation. Bigleaf maple is not as tolerant of flooding as red alder, Oregon ash (Fraxinus latifolia), black cottonwood, Sitka spruce, and western red-cedar, however; flooding for 2 months during the growing season kills both maple seedlings and mature trees (35). Vegetative Reproduction- Bigleaf maple sprouts profusely after being cut. The large stumps produce more and taller sprouts, but all sizes regenerate vigorously. Sprout clumps have achieved heights of 5 m (17 ft) and crown diameters of 6.5 m (21.5 ft) in 3 years, with as many as 67 sprouts around a single stump (28). This sprouting vigor probably could be used in reproducing pure stands of bigleaf maple by the coppice method. It creates undesirable competition for the conifers being managed on most sites. Unlike vine maple (Acer circinatum), bigleaf maple does not appear to reproduce by layering. It can, however, be propagated from stem cuttings.",Reproduction and Early Growth,Acer macrophyllum Pursh,acer,macrophyllum,hardwood,13,0
"Growth and Yield- Rapid height growth of bigleaf maple continues through the sapling stage, but it slows as the trees grow from pole to sawtimber size. Diameter growth is proportional to leaf area, and trees with large crowns develop more sapwood than trees with small crowns (37). The volume of individual trees ranges from 0.11 m³ (4 ft³) at 15 cm (6 in) in d.b.h. to 6.5 m³ (230 ft³) at 91 cm (36 in) in d.b.h. (24). The largest bigleaf maple known in 1977 grew in western Oregon and had a circumference of 1064 cm (419 in) at breast height, a height of 30.8 m (101 ft), and a crown spread of 27.4 m (90 ft) (26). The oldest attain ages of 200 years or more (2). Pure, 70-year-old stands of bigleaf maple have yielded about 315 m³/ha (4,500 ft³/acre). Under intensive management, rotations of 50 years or less could probably be used (16). Rooting Habit- Bigleaf maple has a shallow, widespreading root system well suited to the shallow or saturated soils on which it often grows. It probably has a competitive advantage over deeper-rooted species under such conditions. Reaction to Competition- Bigleaf maple is not a pioneer species that rapidly invades disturbed areas; however, it is often present in undisturbed stands and is able to respond with vigorous sprout growth after disturbance. Maple seedling establishment is most likely to occur in Douglas-fir stands after the start of natural thinning and before the dense understory characteristic of older stands develops. Light or other factors related to stand density apparently limit establishment. Increases in light from 0 to 20 percent of that in the open result in increases of from 0 to 60 percent in survival, but additional increases in light are not beneficial. Seedlings often occur in clusters, with various age distributions, suggesting that conditions favoring establishment vary from year to year (7). The presence of bigleaf maple in undisturbed stands and its potential for rapid growth suggest that it can respond quickly to gap formation or overstory removal. Maple seedlings often appear in intermediate or late seral communities. Bigleaf maple frequently follows willow (Salix spp.) or red alder in riparian seres (4,13), and sometimes it replaces oaks or Pacific madrone on upland sites. Silviculture of bigleaf maple usually involves control rather than culture. Bigleaf maple does not aggressively invade clearcut units, but vigorous stump sprouting is a problem when it occurs in the harvested stand. Sprouting can be control!ed by applying water-soluble amines or potassium salts of phenoxy herbicides around the sapwood perimeter on freshly cut stumps (21). Girdling the uncut trees is ineffective, for girdled bigleaf maples survive for several years and sprout. Aerial spraying of herbicides and other foliar applications are also ineffective-herbicide translocation is inadequate and the roots are not killed (22). Basal bark treatments overcome this problem. They are effective when ester-in-oil formulations of the phenoxy herbicides are applied (21). Dry sites with bigleaf maple overstories should not be clearcut if conversion to Douglas-fir is attempted. Seedling survival will be better if the Douglas-fir is underplanted, preferably after the overstory maples are killed with a basal spray of phenoxy ester in oil (20). When bigleaf maple is harvested as a crop rather than killed as a weed, often only trees that will yield a minimum log size (3.7 m by 25 cm, or 12 ft by 10 in) are harvested (16). Merchantable trees are usually scattered, limbing is laborious, and logs are short. Felling, yarding, and milling costs therefore tend to be higher for bigleaf maple than for conifers. Mill waste is also high-as much as 30 percent in slabs, sawdust, trim, and defect (16). Damaging Agents- Fungi are responsible for much of the defect in bigleaf maple. Decay is seldom a serious problem in young undamaged trees, but stem and branch wounds are invaded by wood-rotting fungi such as Heterobasidion annosum, Fomitopsis pinicola, Polyporus berkeleyi, and Inonotus dryadeus that can reduce the tree to a hollow shell. Overmature bigleaf maples are often decayed by root rot (Armillaria spp.) and butt rots (Ganoderma applanatum and Oxyporus populinus). Verticillium wilt (Verticillium albo-atrum) occasionally kills forest trees, but it is most serious on ornamental bigleaf maples (14). The carpenter worm (Prionoxystus robiniae) may seriously damage living maples. It attacks trees of all sizes, particularly those that are open-grown. The resulting larval tunnels degrade the lumber cut from affected stems. Dead trees and maple products are damaged by powderpost beetles (Hemicoelus, Melalgus, Polycaon, Ptilinus, Scobicia, and Xestobium spp.), and a roundheaded borer (Synaphaeta guexi) makes large burrows in dead or dying trees (8). Bigleaf maple twigs and young stems are browsed by deer and elk. They are also clipped by mountain beavers. The roots are sometimes attacked by nematodes (Meloidogyne spp.) (14). A high percentage of seedling mortality also results from predation by rodents and grazing by slugs and other invertebrates (7). Seed predation by small mammals is high, and it may be related to overstory condition. Seedling emergence on artificially seeded plots in the Oregon Coast Range is from 7 to 100 times greater on plots protected from birds and rodents than on unprotected plots. The highest rate of predation is in young (20- to 40-year-old) and old (80- to 250-year-old) stands with lower rates in clearcuts and in pole-size stands (40 to 80 years old) (7). Bigleaf maple is an excellent shade tree. Its wood is used in the furniture industry, but it is neither as hard nor as strong as the wood of sugar maple (Acer saccharum) (16). Like sugar maple, it has sweet sap that can be made into syrup. The flow of sap is adequate for syrup production in January and February, but the syrup is of a lower quality than that made from sugar maple (30). Bigleaf maple is a preferred wood for piano frames. It is excellent for decorative face veneer and makes good container material but is not suitable for flooring (16). The amounts of bigleaf maple being marketed for fuelwood are increasing as the use of wood stoves increases. Bigleaf maple has about 70 percent of the fuel value of Oregon white oak and 115 percent of the fuel value of red alder wood. Bigleaf maple is usually harvested in conifer stands along with the conifers. These trees generally originate from sprouts and are of poor quality. Higher quality trees could be produced by managing maple stands that originate from seed or planted seedlings. The Kimball maple (Acer macrophyllum Pursh var. kimballi Harrar), a rare variety of bigleaf maple, occurs in the Washington counties of Snohomish, Cowlitz, and Pierce. It differs from Acer maerophyllum var. macrophyllum in having much more deeply lobed leaves, often tricarpellate flowers, and frequent triple samaras (12). Acer macrophyllum Pursh forma rubrum Murray is an even rarer form of bigleaf maple. First noticed at Berkeley, CA, in 1968 and later found in the Coast Ranges north of San Francisco, it has red leaves (18). The young leaves of an early German cultivar, 'tricolor,' are also red. Tricolor leaves are rose-red, however, and they later become marked with white.",Sapling and Pole Stages to Maturity,Acer macrophyllum Pursh,acer,macrophyllum,hardwood,14,0
"Well drained alluvial and colluvial soils are well suited to bigleaf maple. Abundant moisture and a deep, gravelly profile produce the best growth-usually on river terraces, flood plains, and seepage sites (25). Growth is poorer on shallow, rocky soils, but bigleaf maple is frequently found on such soils. In the Coast Ranges of Oregon and the north Cascade Range in Washington, it even grows on steep talus slopes (1,5). Bigleaf maple is associated with many soil groups (5,25). On upland sites, these groups include the moist but well drained Brown Soils (Haplumbrepts and Dystrochrepts); Reddish Brown Lateritic soils (Haplohumults); Podzols (Haplorthods); both fine-and coarse-textured dry soils (Haploxerolls and Xeropsamments); and shallow, dry soils (Lithic Xerumbrepts). Soil groups associated with bigleaf maple in lowland areas include flood plain alluvium (Udifluvents); alluvial pumice deposits (Vitrandepts); wet, gley soils (Aqualfs); and cool, acid, well-drained soils (Boralfs). These soil great groups and suborders are found in the soil orders Inceptisols, Ultisols, Spodosols, Mollisols, Entisols, and Alfisols. Bigleaf maple does not require high concentrations of soil nutrients (36), but it is very sensitive to toxic concentrations of soil boron (9). Litterfall weights are greater under bigleaf maple than under Douglas-fir, and bigleaf maple leaves and litter contain high concentrations of potassium, calcium, and other macro-and micro-nutrients (6,33). Bigleaf maple is a soil-building species that benefits the sites on which it grows. Bigleaf maples grow at low elevations on the north side of Santa Cruz Island (27) but are usually found on riparian sites above 915 m (3,000 ft) in southern California, where the maximum elevation at which they grow is 2135 m (7,000 ft). Farther north in California, maximum elevations decrease to 1675 m (5,500 ft) in the Sierra Nevada and 1035 m (3,400 ft) in the Coast Ranges (29). In central and northern California, bigleaf maple becomes less riparian and more widely distributed (11), sometimes growing as shrubby clumps on the steepest north-facing canyon walls (15). This maple does not grow in the Central Valley of California (11). It is found above 310 m (1,017 ft) in steep-sided ravines and on mesic slopes in the Klamath Mountains (31) and at elevations of 1220 m (4,000 ft) on the Cascade Range in southern Oregon. The topography occupied by bigleaf maple in Oregon and Washington includes flat interior valleys, gently sloping stream bottoms, and moderate to steep slopes. It grows on both moist, fertile stream bottoms and arid, precipitous, south-facing rock outcroppings with slopes greater than 100 percent in the Coast Ranges of northwestern Oregon (1). On the Olympic Peninsula in Washington, the maximum elevation at which it grows is 455 m (1,500 ft). Bigleaf maple is seldom found above 305 m (1,000 ft) in coastal British Columbia, but it has been observed above 350 m (1,150 ft) on the east coast of southern Vancouver Island (25).",Soils and Topography,Acer macrophyllum Pursh,acer,macrophyllum,hardwood,15,0
"Boxelder is most commonly found in association with bottomland hardwoods. It is an associate species in the following cover types (Society of American Foresters) (8): Eastern 42 Bur Oak 61 River Birch-Sycamore 62 Silver Maple-American Elm 63 Cottonwood 87 Sweetgum-Yellow-poplar 93 Sugarberry-American Elm-Green Ash 94 Sycamore-Sweetgum-American Elm 95 Black willow 109 Hawthorn Western 235 Cottonwood-Willow 236 Bur Oak Other associates in the eastern United States include red maple (Acer rubrum), hackberry (Celtis occidentalis), slippery elm (Ulmus rubra), black walnut (Juglans nigra), basswood (Tilia americana), black cherry (Prunus serotina), blackgum (Nyssa sylvatica), pecan (Carya illinoensis), Nuttall, water, willow, and overcup oak (Quercus nuttallii, Q. nigra, Q. phellos, and Q. lyrata), persimmon (Diospyros virginiana), and baldcypress (Taxodium distichum). In the Plains region, boxelder appears with green ash (Fraxinus pennsylvanica), bur oak (Quercus macrocarpa), plains cottonwood (Populus deltoides var. occidentalis), willow (Salix spp.), and hackberry. In the Rocky Mountains and the Colorado Plateau, associates include several species of willow and cottonwood, netleaf hackberry (Celtis reticulata), and Arizona sycamore (Platanus wrightii).",Associated Forest Cover,Acer negundo L.,acer,negundo,hardwood,1,0
"Boxelder's wide range shows that it grows under a variety of climatic conditions. Its northward limits are in the extremely cold areas of the United States and Canada, and planted specimens have been reported as far north as Fort Simpson in the Canadian Northwest Territories (2). Although boxelder is most commonly found on moist soil, it is drought tolerant and is frequently used in windbreaks and around homesteads throughout the Plains (21). It has also been known to survive inundation for as long as 30 days (15).",Climate,Acer negundo L.,acer,negundo,hardwood,2,0
"Population differences in boxelder have been noted in response to photoperiod (6,28), in seed germination and stratification requirements (29), seed weight (30), tracheid length (31), frost tolerance (5), and in chlorophyll levels (10). Some 8 to 14 varieties and forms have been described for boxelder, several relating to variegated patterns of the foliage or some other morphological character (2,17,21,23,28). At least two varieties appear to be confined to a definite geographic range: var. arizonicum Sarg. to central and southern Arizona and New Mexico and var. californicum (Torr. and Gray) Sarg. to the Central Valley, Coast Range, and San Bernardino Mountains of California (23).",Genetics,Acer negundo L.,acer,negundo,hardwood,7,0
"Boxelder is the most widely distributed of all the North American maples, ranging from coast to coast and from Canada to Guatemala. In the United States, it is found from New York to central Florida; west to southern Texas; and northwest through the Plains region to eastern Alberta, central Saskatchewan and Manitoba; and east in southern Ontario. Further west, it is found along watercourses in the middle and southern Rocky Mountains and the Colorado Plateau. In California, boxelder grows in the Central Valley along the Sacramento and San Joaquin Rivers, in the interior valleys of the Coast Range, and on the western slopes of the San Bernardino Mountains. In Mexico and Guatemala, a variety is found in the mountains. Boxelder has been naturalized in New England, southern Quebec, New Brunswick, Nova Scotia, and Prince Edward Island; and in the Pacific Northwest in southeastern Washington and eastern Oregon. - Native range of boxelder",Native Range,Acer negundo L.,acer,negundo,hardwood,11,0
"Flowering and Fruiting- Boxelder is dioecious with imperfect flowers, although perfect flowers that appeared to be functional have been reported (12). The staminate flowers are fascicled, the pistillate flowers are drooping racemes and are wind pollinated (21,23). Flowers appear with or before the leaves from March to May, depending on the geographic location (13,28). Seed Production and Dissemination- Seed crops are produced each year on individual boxelder trees beginning at 8 to 11 years of age. The samaras are borne on drooping racemes and average 29 500/kg (13,400/lb) (26). Ripening takes place from August to October and seeds are wind distributed continuously until spring. This extended period provides a variety of germination sites, moisture, and temperature combinations and may account for the prolific reproduction from seed that is common for the species (11). Seedling Development- Boxelder is capable of establishing itself on a variety of seedbeds. On southern Illinois bottom lands, it is among the most abundant species seeding in under cottonwood-willow and ""soft"" hardwood stands and invading old fields. On these sites, overstory density is apparently not a factor in early germination and survival, but seedlings begin to die off after 1 or 2 years unless openings are provided. The 1- and 2-year-old boxelder seedlings are also abundant in areas of ground vegetation ranging from light to heavy and in hardwood litter as much as 5 cm (2 in) deep (16). Methods of collecting, handling, storing, and testing boxelder seeds have been described (3,4,26). Germination is epigeal. Vegetative Reproduction- Reproduction by stump and root sprouts is common in boxelder from young, vigorous trees (8,18). Reports on propagation by cuttings indicate that best results are obtained from cuttings taken during the period of transition from softwood to greenwood and treated with an 8,000 ppm IBA-talc mixture (7). European nurserymen propagate some ornamental cultivars of boxelder using side grafts, whip and tongue grafts, or chip budding (7).",Reproduction and Early Growth,Acer negundo L.,acer,negundo,hardwood,13,0
"Growth and Yield- Boxelder is a small to medium-size tree reaching 15 to 23 m (50 to 75 ft) in height and 60 to 120 cm (24 to 48 in) in d.b.h. The species is short-lived, attaining an average age of 60 years but rarely 100 years. Growth during the first 15 to 20 years is very rapid and may be as much as 2.5 cm (1 in) a year in d.b.h. (11). Poor sites bring a corresponding reduction in growth. In western Minnesota windbreaks, diameter growth averaged less than 5 mm (0.2 in) per year and height growth averaged less than 0.37 m (1.2 ft) per year during the first 13 years after planting (25). Boxelder typically forms a short, tapering bole and bushy, spreading crown. Because boxelder usually appears in mixed stands and has limited commercial value, no information is available about its potential yield. Equations are available, however, to predict volume of boxelder stems, and green and dry weights of stems, limbs, and leaves (24). After trees reach 15 cm (5.9 in) in d.b.h., the proportion of aboveground green components is relatively constant, with bole wood, 63 percent; bole bark, 8 percent; limbs, 22 percent; and leaves, 7 percent. Rooting Habit- Boxelder usually develops a shallow, fibrous root system. On deep soils it may form a short taproot with strong laterals (11). Reaction to Competition- In the area of its best development, the lower Ohio and Mississippi River valleys, boxelder usually follows the pioneer species of cottonwood and willow in colonizing new ground in alluvial bottoms. In some instances it is a pioneer species in the invasion of old fields (16). Boxelder may persist into the oak-hickory type but then begins to be eliminated, probably due to shading (18). The species is generally classed as tolerant of shade, although less so than the other soft maples (13). Damaging Agents- The chief rot-causing fungi attacking boxelder are Fomitopsis fraxinus, Perrenniporia fraxinophilus, Fomes geotropus, Fomitopsis scutellata, Inonotus glomeratus, and Ustulina vulgaris. Root rots caused by Rhizoctonia crocorum and Phymatotrichum omnivorum have been identified on boxelder, but Armillaria mellea has not been reported on the species, although it is common on other maples (14). Verticillium wilt (Verticillium albo-atrum) is the only notable killing disease of boxelder. The species is also susceptible to a stem canker caused by Eutypella parasitica. A red stain in the wood of living trees caused by Fusarium reticulatum var. negundinis apparently is specific to boxelder. The stain regularly is associated with Cerambycid beetles and the galleries of other insects, but itself does no damage to the wood (14). Insect damage to boxelder is relatively unimportant, but a number of leaf-feeding and scale insects and borers attack it (1). The boxelder bug, Leptocoris trivittatus is a common associate of boxelder throughout most of its range. The nymphs feed mainly on pistillate trees in leaves, fruits, and soft seeds. Although the trees are not greatly damaged, the insect's habits of invading houses in large numbers with the onset of cold weather makes it an important pest. The boxelder aphid, Periphyllus negundinis, and the boxelder gall midge, Contarinia negundifolia, are also common. Other leaf feeders include the Asiatic garden beetle, Maladera castanea, the greenstriped mapleworm, Anisota rubicunda, a leaf-roller, Archips negundana, and the boxelder leafroller, Caloptilia negundella. The scale insects include cottony maple scale, Pulvinaria innumerabilis, and terrapin scale, Mesolecanium nigrofasciatum. Borers include the boxelder twig borer, Proteoteras willingana, and the flatheaded apple tree borer, Chrysobothris femorata. Ice and wind damage is common in older trees (11) and boxelder is quite susceptible to fire and mechanical damage due to its thin bark. Boxelder is highly sensitive to 2,4-D. In the northern Great Plains, drift from agricultural spraying operations produced distorted, blighted foliage up to 16 km (10 mi) from the source (20).",Sapling and Pole Stages to Maturity,Acer negundo L.,acer,negundo,hardwood,14,0
"Boxelder has been found on virtually all types of soils, from heavy clays to pure sands of the orders Entisols, Inceptisols, Alfisols, Ultisols, and Mollisols. It is most common on deep alluvial soils near streams, but it also appears on upland sites and occasionally on poor, dry sites (11,13). Through most of its range it grows in areas of little topographic relief, except for those features associated with stream valleys. In southern and central Arizona and New Mexico the species is found up to 2440 m (8,000 ft) (23) and in Mexico up to 2680 m (8,800 ft) (18), but even at these elevations it is confined to stream bottoms and wet draws.",Soils and Topography,Acer negundo L.,acer,negundo,hardwood,15,0
"Because of its drought and cold resistance, boxelder has been widely planted in the Great Plains and at lower elevations in the West as a street tree and in windbreaks. Although the species is not an ideal ornamental, being ""trashy,"" poorly formed, and short-lived, numerous ornamental cultivars of boxelder are propagated in Europe (7). Its fibrous root system and prolific seeding habit have led to its use in erosion control in some parts of the world (32). Seeds and other portions of boxelder are utilized by many species of birds and mammals as food (19). Because of the species delayed seeding habit, some seeds are available throughout most of the winter. The sap of boxelder has been used to a limited extent for syrup (9).",Special Uses,Acer negundo L.,acer,negundo,hardwood,16,0
"Black maple has been treated taxonomically as a species or as a subspecies in the sugar maple complex (20,25). In most practical forest treatments, because of its similarities in wood properties, black maple has been included with sugar maple and treated as a subspecies. Although their ranges overlap and black maple appears with sugar maple in a number of forest types, black maple is not usually listed as a component of these types. In some areas, black maple is found in large numbers; in others, sugar maple is found in nearly pure stands. Oak-hickory and maple-beech-birch are major forest types in which black maple is an associate (19). In the Mixed Mesophytic climax forests in the Eastern United States, black maple appears as a dominant member in the forest canopy in association with American beech (Fagus grandifolia), yellow-poplar (Liriodendron tulipifera), American basswood (Tilia americana), sugar maple, yellow buckeye (Aesculus octandra), northern red oak (Quercus rubra), white oak (Q. alba), and eastern hemlock (Tsuga canadensis) (5). The black maple-basswood association on north slopes in central Iowa represents a transition from a beech-maple climax centered in Ohio (18). On flood plains, the principal species in a transitional community are American basswood, slippery elm (Ulmus rubra), American elm (U. americana), and black maple (5). In five forest stands that were predominantly black maple, the proportion of commercially important species was as follows: black maple, 30.8 percent; American basswood, 14.9 percent; northern red oak, 8.5 percent; American elm, 7 percent; black walnut (Juglans nigra), 5 percent; white ash (Fraxinus americana), 3.5 percent; slippery elm, 3.5 percent; white oak, 3 percent; bitternut hickory (Carya cordiformis), 2.5 percent; eastern red-cedar (Juniperus virginiana), 1.5 percent; bur oak (Quercus macrocarpa), 0.5 percent; shagbark hickory (Carya ovata), 0 to 5 percent (unpublished data, North Central Forest Experiment Station, St. Paul, MN). In central Kentucky, on the lower slopes of ravines, black maple is well represented in mixture with American beech, white ash, blue ash (Fraxinus quadrangulata), yellow-poplar; white oak, northern red oak, and chinkapin oak (Quercus muehlenbergii) (5). The understory vegetation associated with black maple is quite variable because of the variation in habitat over its range. On melanized loam soils in the Lake States area, the shrub understory consists mainly of Atlantic leatherwood (Dirca palustris) and species of Viburnum, blackberries and raspberries (Rubus), and elder (Sambucus). Ground cover commonly found in the area includes maidenhair fern (Adiantum pedatum), sweet jarvil (Osmorhiza claytonii), red baneberry (Actaea rubra), early meadowrue (Thalictrum dioicum), Dutchmansbreeches (Dicentra cucullaria), rue anemone (Anemonella thalictroides), wild sarsaparilla (Aralia nudicaulis), and bristly greenbrier (Smilax hispidia) (30). In the unglaciated highland area of southern Indiana, where black maple is well represented, as many as 40 species have been listed in the herbaceous layer of the forest (5). Some of the most prominent plants in the understory are the common pawpaw (Asimina triloba), spicebush (Lindera benzoin), poison-ivy (Toxicodendron radicans), and horsebrier (Smilax rotundifolia) (24).",Associated Forest Cover,Acer nigrum Michx. f.,acer,nigrum,hardwood,1,0
