,sent,category,plant,genus,species,plant_group,category_int
11785,"It is also grown as a Christmas tree, liked for the soft needles but with stiffer branches than an Eastern white pine.",Cultivation,,Pinus,flexilis,,4
11786,"The population along the Maine-New Brunswick border is severely threatened as the tree is a host for an aphid that menaces the local potato crop, with many of the trees having been cut down to reduce this problem.
",Ecology,,Prunus,nigra,,6
11787,"A fungus in the genus Taphrina often attacks the plums; the young ovaries swell, often much larger than full grown plums, become hollow and often persist on the tree in winter.",Ecology,,Prunus,nigra,,6
11788,"Known as ""plum pockets"", they appear pale green, leathery to the touch, and hollow with the exception of a few fibrous bands.",Ecology,,Prunus,nigra,,6
11789,The disease reduces regeneration of the plums.,Ecology,,Prunus,nigra,,6
11790,"The powdered bark and leaves have been used as a spice, with an odor similar to that of limes.",Special Uses,,Zanthoxylum,fagara,,16
11791,"The primary range of yewleaf willow is southern Mexico south of the Trans-Mexican Volcanic Belt and the Pacific coast region, then into Pacific coast–central Guatemala.",Native Range,,Salix,taxifolia,,11
11792,"Besides the core range area, (of the northern Sierra Madre Occidentals) in Arizona–New Mexico and northeast Sonora, two larger disjunct regions occur in west Texas and central Chihuahua.",Native Range,,Salix,taxifolia,,11
11793,"South of Chihuahua, Chihuahua it is found at the Conchos River, and west of the city, a large area at the lake region.",Native Range,,Salix,taxifolia,,11
11794,"It also occurs in scattered, isolated locales of Durango, Sinaloa, and in the northeast at Nuevo Leon and Tamaulipas: also extreme southern Baja California Sur, (west of Sinaloa-Durango across the Gulf of California).",Native Range,,Salix,taxifolia,,11
11795,"Besides parts of the Sierra Madre Occidental, locales occur in the southern Sierra Madre Oriental cordillera, but also small isolated locales as far northeast as the northeast states.
",Native Range,,Salix,taxifolia,,11
11796,"Its range is similar to that of the Bonpland willow, Salix bonplandiana, except S. bonplandiana covers almost the entire north-south extent of the Sierra Madre Occidentals; yewleaf is more intermittent in that range.",Native Range,,Salix,taxifolia,,11
11797,The principal distribution of Quercus sinuata var.,Native Range,,Quercus,sinuata var. breviloba,,11
11798,"breviloba is in central Texas and the northern Mexico states of Coahuila, Nuevo León, and Tamaulipas.",Native Range,,Quercus,sinuata var. breviloba,,11
11799,"Disjunct populations occur in the Arbuckle Mountains of south central Oklahoma and, approximately 240 kilometres (150 miles) to the northwest, on a low hill in Custer County just north of Foss, Oklahoma.",Native Range,,Quercus,sinuata var. breviloba,,11
11800,"The pulp on the inside of the pods is edible (unlike the black locust, which is toxic) and consumed by wildlife and livestock.",Special Uses,Honey locust,,,,16
11801,"Despite its name, the honey locust is not a significant honey plant.",Special Uses,Honey locust,,,,16
11802,"The name derives from the sweet taste of the legume pulp, which was used for food and traditional medicine by Native American people, and can also be used to make tea.",Special Uses,Honey locust,,,,16
11803,"The long pods, which eventually dry and ripen to brown or maroon, are surrounded in a tough, leathery skin that adheres strongly to the pulp within.",Special Uses,Honey locust,,,,16
11804,"The pulp—bright green in unripe pods—is strongly sweet, crisp and succulent in ripe pods.",Special Uses,Honey locust,,,,16
11805,Dark brown tannin-rich beans are found in slots within the pulp.,Special Uses,Honey locust,,,,16
11806,"Likewise, its edible seed has nutritional potential, and the flour made from its cotyledons constitutes a food source with various potential uses for pastry and bakery, among other gastronomic uses.",Special Uses,Honey locust,,,,16
11807,"The pumpkin ash tree is a member of the Oleaceae family, and has two synonyms Fraxinus michauxii Britton and Fraxinus tomentosa Michx.",Taxonomy,,Fraxinus,profunda,,18
11808,f. Benjamin Franklin Bush described the pumpkin ash in 1901.,Taxonomy,,Fraxinus,profunda,,18
11809,The pumpkin ash tree was erroneously hypothesized to be a fertile cross between Fraxinus pennsylvanica and Fraxinus americana.,Taxonomy,,Fraxinus,profunda,,18
11810,This tree is also considered to be a hexaploid and has 138 chromosomes.,Taxonomy,,Fraxinus,profunda,,18
11811,Pumpkin ash was thought to be a cross between Fraxinus pennsylvanica and Fraxinus americana because it shared similarities like abaxial leaf surfaces and how the bark develops as it becomes older.,Taxonomy,,Fraxinus,profunda,,18
11812,"Despite the similarities, it was determined that Fraxinus profunda is a phylogenetically distinct species.",Taxonomy,,Fraxinus,profunda,,18
11813,The term pumpkin ash comes from the swollen trunk that can be found at the base of the tree.,Taxonomy,,Fraxinus,profunda,,18
11814,The other common names of Fraxinus profunda are red ash or swell-butt ash.,Taxonomy,,Fraxinus,profunda,,18
11815,The Quinault people used the shoots to weave baskets.,Special Uses,,Acer,circinatum,,16
11816,"The range extends from westernmost Texas, United States (where it is restricted to the Chisos and Davis Mountains), south through much of Mexico, occurring widely along the Sierra Madre Oriental and Sierra Madre Occidental ranges, and more rarely in the eastern Eje Volcánico Transversal range.",Native Range,,Pinus,cembroides,,11
11817,"It lives in areas with little rainfall, which fluctuates between 380 millimetres (15 in) to 640 millimetres (25 in), the subspecies orizabensis (Pinus orizabensis) is found farther south in the state of Veracruz.  ",Native Range,,Pinus,cembroides,,11
11818,There is also a disjunct population in the Sierra de la Laguna of southern Baja California Sur.,Native Range,,Pinus,cembroides,,11
11819,"It occurs at moderate altitudes, mostly from 1,600 metres (5,200 ft) to 2,400 metres (7,900 ft).",Native Range,,Pinus,cembroides,,11
11820,"The range in central Sonora is the eastern Sonoran Desert, with the desert extending into southeast Arizona.",Native Range,,Eysenhardtia,orthocarpa,,11
11821,"The species avoids the hotter, and lower elevation desert region west-northwestwards in Arizona; in Sonora it also avoids the hot Gran Desierto de Altar that lies to the northwest, at the eastern shore of the Gulf of California.",Native Range,,Eysenhardtia,orthocarpa,,11
11822,"The range is in Colorado, southern Wyoming, eastern and central Utah, northern Arizona, New Mexico, western Oklahoma, southeastern California, and the Guadalupe Mountains in far western Texas.",Habitat,,Pinus,edulis,,8
11823,"It occurs at moderate elevations of 1,600–2,400 metres (5,200–7,900 ft), rarely as low as 1,400 m (4,600 ft) and as high as 3,000 m (9,800 ft).",Habitat,,Pinus,edulis,,8
11824,"It is widespread and often abundant in this region, forming extensive open woodlands, usually mixed with junipers in the pinyon-juniper woodland plant community.",Habitat,,Pinus,edulis,,8
11825,"The Colorado pinyon (piñon) grows as the dominant species on 4.8 million acres (19,000 km2 or 7,300 sq mi) in Colorado, making up 22% of the state's forests.",Habitat,,Pinus,edulis,,8
11826,"The Colorado pinyon has cultural meaning to agriculture, as strong piñon wood ""plow heads"" were used to break soil for crop planting at the state's earliest known agricultural settlements.
",Habitat,,Pinus,edulis,,8
11827,"There is one known example of a Colorado pinyon growing amongst Engelmann spruce (Picea engelmannii) and limber pine (Pinus flexilis) at nearly 3,170 metres (10,400 ft) on Kendrick Peak in the Kaibab National Forest of northern Arizona.",Habitat,,Pinus,edulis,,8
11828,"The range is in western Texas, United States, on the south edge of the Edwards Plateau and the hills between Fort Stockton and Presidio, and in northeastern Mexico, mainly in Coahuila but also just into Chihuahua and Nuevo León.",Habitat,,Pinus,remota,,8
11829,"It occurs at low to moderate altitudes, from 450–700 m on the Edwards Plateau and from 1200–1800 m in the rest of its range.",Habitat,,Pinus,remota,,8
11830,"It is scarce, with small, scattered populations usually on dry, rocky sites and arroyos where bare rock lowers the likelihood of wildfire spreading easily.",Habitat,,Pinus,remota,,8
11831,"The range of E. ebano stretches from Laredo and Corpus Christi, Texas south through the states of Tamaulipas, Nuevo León, San Luis Potosí, Veracruz, Campeche, and Yucatán in Mexico.",Habitat,,Ebenopsis,ebano,,8
11832,"It can be found in the Tamaulipan matorral, Tamaulipan mezquital, Veracruz dry forests, and Yucatán dry forests ecoregions.",Habitat,,Ebenopsis,ebano,,8
11833,"Its habitat extends from sea level to 1,000 m (3,300 ft), averages 20 to 27 °C (68 to 81 °F) in temperature, and receives a mean of 900 mm (35 in) of annual rainfall.",Habitat,,Ebenopsis,ebano,,8
11834,"The range of E. polystachya, (Ortega) Sarg. in Vol. 3, Minor Western Hardwoods, Little, shows the Mexican Plateau range of ""kidneywood"" from Chihuahua-Coahuila-Nuevo León-Tamalulipas south to Hidalgo in the Sierra Madre Oriental, in the southeast, and to Pacific Coast western Oaxaca at the south.
",Native Range,,Eysenhardtia,orthocarpa,,11
11835,"On the map, 'E. orthocarpa is a disjunct population of the Sonoran-Arizona-New Mexico group.",Native Range,,Eysenhardtia,orthocarpa,,11
11836,"Of note E. Texana (Scheele), lies intersecting the range E. polystachya to the northeast in southeast Chihuahua-Coahuila-Nuevo León; there, it is the continuation of the species E. polystachya northeastwards into Texas, but as the species Eysenhardtia texana.
",Native Range,,Eysenhardtia,orthocarpa,,11
11837,"The resolution of the three groups are thus orthocarpa in the northwest, texana in the northeast, and polystachya in the rest of central and southern Mexico.",Native Range,,Eysenhardtia,orthocarpa,,11
11838,The range of pignut hickory covers nearly all of the eastern United States (11).,Native Range,,Carya,glabra,,11
11839,The species grows in central Florida and northward through North Carolina to southern  Massachusetts.,Native Range,,Carya,glabra,,11
11840,"It also grows north of the Gulf Coast through Alabama, Mississippi north to Missouri and extreme southeastern Iowa, and the Lower Peninsula of Michigan .
",Native Range,,Carya,glabra,,11
11841,The best development of this species is in the lower Ohio River Basin.,Native Range,,Carya,glabra,,11
11842,It prevails over other species of hickory in the Appalachian forests.,Native Range,,Carya,glabra,,11
11843,"Pignut makes up much of the hickory harvested in Kentucky, West Virginia, the Cumberland Mountains of Tennessee, and the hill country of the Ohio Valley.
",Native Range,,Carya,glabra,,11
11844,Pignut hickory is also found in Canada in southern Ontario.,Native Range,,Carya,glabra,,11
11845,"It does however have a limited range and is restricted to the Niagara Peninsula, southern Halton Region, the Hamilton
area along western Lake Ontario, and southward along the northern shore of Lake Erie and pockets of extreme southwestern Ontario.",Native Range,,Carya,glabra,,11
11846,"The range of Populus grandidentata extends from Virginia north to Maine and Cape Breton Island, Nova Scotia; west to southeastern Manitoba and Minnesota; south through Iowa to extreme northeastern Missouri; and east through Illinois, Indiana, Ohio, and West Virginia.",Native Range,,Populus,grandidentata,,11
11847,"Disjunct populations are found in Kentucky, Tennessee, North Carolina, and South Carolina.",Native Range,,Populus,grandidentata,,11
11848,The Recovery Plan was amended in 2019.  ,Conservation,,Asimina,tetramera,,3
11849,The amendment added delisting criteria for the four-petal pawpaw because the original plan only included “downlisting” criteria.  ,Conservation,,Asimina,tetramera,,3
11850,Delisting guidelines act as a set of goals from which conservation plans can be made.  ,Conservation,,Asimina,tetramera,,3
11851,"By abiding by these goals, the chance of A. tetramerea populations surviving and/or growing is increased.",Conservation,,Asimina,tetramera,,3
11852,"The delisting criteria includes:

At least 25 populations are stable or growing
",Conservation,,Asimina,tetramera,,3
11853,"The populations meeting the first criterion are within the habitat of historical range (sand pine scrub).
",Conservation,,Asimina,tetramera,,3
11854,"There are conservation or management practices in place that ensure the habitat remains, allowing for the growth of pawpaw populations to continue or remain steady.",Conservation,,Asimina,tetramera,,3
11855,This amendment also mentions that the population declines of A. tetramera may have caused a loss in genetic diversity.  ,Conservation,,Asimina,tetramera,,3
11856,"This raises another point of concern because genetic diversity loss makes it easier for populations to be wiped out by major events (i.e. hurricanes, disease outbreak).",Conservation,,Asimina,tetramera,,3
11857,Management practices are emphasized as an important recovery plan.  ,Conservation,,Asimina,tetramera,,3
11858,"It specifically mentions controlled burning, controlling non-native or invasive species, and restoring the scrub pine habitats as was to work towards A. tetramera recovery.",Conservation,,Asimina,tetramera,,3
11859,The red buckeye is a large shrub or small tree.,Description,,Aesculus,pavia,,5
11860,"It reaches a height of 5–8 m (16–26 ft), often growing in a multi-stemmed form.",Description,,Aesculus,pavia,,5
11861,"Its leaves are opposite, and are composed usually of five elliptical serrated leaflets, each 10–15 cm (4–6 in) long.",Description,,Aesculus,pavia,,5
11862,It bears 10–18-centimetre-long (4–7 in) clusters of attractive dark red tubular flowers in the spring.,Description,,Aesculus,pavia,,5
11863,The flowers are hermaphrodite.,Description,,Aesculus,pavia,,5
11864,"The smooth light brown fruits, about 2.5 cm (1 in) or so in diameter, reach maturity in early fall.
",Description,,Aesculus,pavia,,5
11865,The flowers are attractive to hummingbirds as well as bees.,Description,,Aesculus,pavia,,5
11866,"The red hickory is generally encountered as a medium-sized tree, capable of growing to 30 m (100 ft) in height.",Description,,Carya,ovalis,,5
11867,"The single trunk is straight and often continues for the entire height of the tree, although sometimes splits into several large limbs once the canopy has been breached.",Description,,Carya,ovalis,,5
11868,"The branches are strong, stout and long, ascending in the upper crown and drooping in the lower crown; the branches around mid-height are more or less horizontal.",Description,,Carya,ovalis,,5
11869,"This creates a broad, thick, column-shaped form that casts dense shade.",Description,,Carya,ovalis,,5
11870,"Individuals have been known to live from 100–250 years of age.

",Description,,Carya,ovalis,,5
11871,"The leaves are pinnately compound, typically producing 5-9 leaflets (7 being the most common).",Description,,Carya,ovalis,,5
11872,"The terminal leaflet is often the largest, with the auxiliary leaflets decreasing in size from the tip to the base of the rachis.",Description,,Carya,ovalis,,5
11873,"Leaflets are broadest above or at their median length, with finely serrated margins.",Description,,Carya,ovalis,,5
11874,They are dark green and smooth or glaucous above and paler and finely pubescent underneath.,Description,,Carya,ovalis,,5
11875,"The rachis of the leaves are usually bright red or purple in color, a distinctive feature of red hickory that helps to separate it from pignut hickory.
",Description,,Carya,ovalis,,5
11876,"The bark of mature trees is grey, composed of tight, flat-topped intersecting ridges that can appear quite blocky but are generally strap-like.",Description,,Carya,ovalis,,5
11877,"Occasionally, the ridges may separate from the trunk in peeling strips, loose at both ends, a trait characteristic of Shagbark and Shellbark Hickories.",Description,,Carya,ovalis,,5
11878,"Young, vigorously growing trees are more prone to producing peeling bark than mature individuals.
",Description,,Carya,ovalis,,5
11879,"Like all hickories, the fruit is a small round or slightly elliptical nut, born singly or in groups of 2-3 on the ends of bearing branches.",Description,,Carya,ovalis,,5
11880,"When immature, the nut is encased in a thin, green husk with 4 distinct seams.",Description,,Carya,ovalis,,5
11881,"Upon maturity (late September to mid-October) the husk changes from being green, fleshy and flexible to dark brown and very brittle.",Description,,Carya,ovalis,,5
11882,The seams then split from the base upwards and may or may not completely separate from the ripe nut.,Description,,Carya,ovalis,,5
11883,"The nut itself is smooth, tan to beige in color and has 4 shallow ridges from the seams.",Description,,Carya,ovalis,,5
11884,The inner kernel is very oily and varies in flavor from bitter and unpalatable to mildly sweet.,Description,,Carya,ovalis,,5
11885,"For such as small nut, the shell is thick and the kernel difficult to extract.",Description,,Carya,ovalis,,5
11886,"These nuts are relished by countless wildlife species, including many rodents and birds, as well as raccoons and wild turkeys.
",Description,,Carya,ovalis,,5
11887,The flowers emerge in the spring at the same times as the developing leaves (early to late May).,Description,,Carya,ovalis,,5
11888,"The male flowers are long, green, inconspicuous drooping catkins that develop between the base of the petiole and the developing twig.",Description,,Carya,ovalis,,5
11889,"The female flowers are bizarre looking, with a tuft of sticky green tissue emerging from a swollen base.",Description,,Carya,ovalis,,5
11890,"These develop individually or in groups at the end of a new twig, after the expanding leaves.",Description,,Carya,ovalis,,5
11891,All hickories are self-infertile and monoecious.,Description,,Carya,ovalis,,5
11892,The red willow is a small tree up to 45 ft (14 m) in height.,Ecology,,Salix,laevigata,,6
11893,"Like most other willows, it commonly grows along riverbanks and in other areas with high soil moisture.",Ecology,,Salix,laevigata,,6
11894,"The bark is ridged and grayish, though it sometimes turns reddish with age.",Ecology,,Salix,laevigata,,6
11895,"Its form is variable, but it will often grow from multiple winding trunks, some more or less straight up, and some growing out far away from the base, even horizontally, and laying along the creek bottom before growing upwards again.",Ecology,,Salix,laevigata,,6
11896,Twigs are reddish and flexible when young.,Ecology,,Salix,laevigata,,6
11897,"Leaves are 3-4 inches long, lanceolate and shiny green on top, dull whitish green underneath.",Ecology,,Salix,laevigata,,6
11898,"This tree is mostly deciduous during the winter, but can start growing back leaves early during warm snaps in the winter.",Ecology,,Salix,laevigata,,6
11899,Yellow flowers grow in drooping catkins.,Ecology,,Salix,laevigata,,6
11900,"In female red willows, the catkins turn into tufts of cottony seeds, which are windborn, often in large quantities, for 2-3 weeks in the spring.",Ecology,,Salix,laevigata,,6
11901,Flowering Time:,Ecology,,Salix,laevigata,,6
11902,Dec--Jun,Ecology,,Salix,laevigata,,6
11903,The red willow occurs along the coast of Baja California and in California north to Cape Mendocino.,Native Range,,Salix,laevigata,,11
11904,It occurs east of the San Joaquin Valley in the lower elevation western foothills of the Sierra Nevada; it is absent from the Central Valley itself.,Native Range,,Salix,laevigata,,11
11905,"Small occurrences can be found in Oregon, Nevada, and New Mexico.",Native Range,,Salix,laevigata,,11
11906,In Arizona it is found in the central transition zone of the Mogollon Rim and in the central Grand Canyon.,Native Range,,Salix,laevigata,,11
11907,Its distribution extends to the Virgin River canyon of southwestern Utah.,Native Range,,Salix,laevigata,,11
11908,The reproductive age of the Santa Cruz cypress is on average 11 years of age.,Reproduction and Early Growth,,Cupressus,abramsiana,,13
11909,Seed viability falls to 10 percent by the time a tree is 30 years old.,Reproduction and Early Growth,,Cupressus,abramsiana,,13
11910,"Like some other coniferous trees, the seed-bearing cones of the Santa Cruz cypress depend on fire to heat open the cone and release the seeds.",Reproduction and Early Growth,,Cupressus,abramsiana,,13
11911,"The fires burn the vegetation in the area, including the parent tree.",Reproduction and Early Growth,,Cupressus,abramsiana,,13
11912,The seeds of the cypress are then able to germinate without the competition of other plants in the area.,Reproduction and Early Growth,,Cupressus,abramsiana,,13
11913,"The resin is used to produce Canada balsam, and was traditionally used as a cold remedy and as a glue for glasses, optical instrument components, and for preparing permanent mounts of microscope specimens.",Special Uses,,Abies,balsamea,,16
11914,"Given its use as a traditional remedy and the relatively high ascorbic acid content of its needles, historian Jacques Mathieu has argued that the balsam fir was the ""aneda"" that cured scurvy during the second expedition into Canada of Jacques Cartier.",Special Uses,,Abies,balsamea,,16
11915,"The wood is milled for framing lumber (part of SPF lumber), siding and pulped for paper manufacture.",Special Uses,,Abies,balsamea,,16
11916,Balsam fir oil is an EPA approved nontoxic rodent repellent.,Special Uses,,Abies,balsamea,,16
11917,The balsam fir is also used as an air freshener and as incense.,Special Uses,,Abies,balsamea,,16
11918,"Prior to the availability of foam rubber and air mattresses, balsam fir boughs were a preferred mattress in places where trees greatly outnumbered campers.",Special Uses,,Abies,balsamea,,16
11919,Many fir limbs are vertically bowed from alternating periods of downward deformation from snow loading and new growth reaching upward for sunlight.,Special Uses,,Abies,balsamea,,16
11920,Layers of inverted freshly cut limbs from small trees created a pleasantly fragrant mattress lifting bedding off the wet ground; and the bowed green limbs were springs beneath the soft needles.,Special Uses,,Abies,balsamea,,16
11921,Upper layers of limbs were placed with the cut ends of the limbs touching the earth to avoid uncomfortably sharp spots and sap.,Special Uses,,Abies,balsamea,,16
11922,The river birch is often found in low-elevation regions from as north as Massachusetts to as south as northern Florida.,Habitat,,Betula,nigra,,8
11923,It can be found extending west to Kansas and east to the coast where proper habitat conditions occur.,Habitat,,Betula,nigra,,8
11924,"As its name depicts, this birch is found along stream-sides.",Habitat,,Betula,nigra,,8
11925,"It can also be a prominent species found in forested wetland communities and in areas containing moist soil, such as floodplains.  ",Habitat,,Betula,nigra,,8
11926,"States include: Alabama, Arkansas, Connecticut, Delaware, Florida, Georgia, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maryland, Massachusetts, Mississippi, Missouri, New Hampshire, New Jersey, New York, North Carolina, Ohio, Oklahoma, Pennsylvania, South Carolina, Tennessee, Texas, Virginia, West Virginia, and Wisconsin.",Habitat,,Betula,nigra,,8
11927,River birch is best placed in USDA hardiness zones 4-9.,Habitat,,Betula,nigra,,8
11928,The root bark of Sitka spruce trees is used in Native Alaskan basket-weaving designs and for rain hats.,Special Uses,,Picea,sitchensis,,16
11929,"The pitch was used for caulking, chewing, and its medicinal properties.",Special Uses,,Picea,sitchensis,,16
11930,Native Americans heated and plied the roots to make cord.,Special Uses,,Picea,sitchensis,,16
11931,The resin was used as glue and for waterproofing.,Special Uses,,Picea,sitchensis,,16
11932,Natives and pioneers split off shakes for construction use.,Special Uses,,Picea,sitchensis,,16
11933,The wood is light and relatively strong.,Special Uses,,Picea,sitchensis,,16
11934,Sitka spruce is of major importance in forestry for timber and paper production.,Special Uses,,Picea,sitchensis,,16
11935,"Outside its native range, it is particularly valued for its fast growth on poor soils and exposed sites where few other trees can prosper; in ideal conditions, young trees may grow 1.5 m (5 ft) per year.",Special Uses,,Picea,sitchensis,,16
11936,"It is naturalized in some parts of Ireland and Great Britain, where it was introduced in 1831 by David Douglas, and New Zealand, though not so extensively as to be considered invasive.",Special Uses,,Picea,sitchensis,,16
11937,"Sitka spruce is also planted extensively in Denmark, Norway, and Iceland.",Special Uses,,Picea,sitchensis,,16
11938,"In Norway, Sitka spruce was introduced in the early 1900s.",Special Uses,,Picea,sitchensis,,16
11939,"An estimated 50,000 hectares (120,000 acres) have been planted in Norway, mainly along the coast from Vest-Agder in the south to Troms in the north.",Special Uses,,Picea,sitchensis,,16
11940,"It is more tolerant to wind and saline ocean air, and grows faster than the native Norway spruce.",Special Uses,,Picea,sitchensis,,16
11941,"But in Norway, the Sitka spruce is now considered an invasive species, and effort to get rid of it is being made.",Special Uses,,Picea,sitchensis,,16
11942,"The resonant wood is used widely in piano, harp, violin, and guitar manufacture, as its high strength-to-weight ratio and regular, knot-free rings make it an excellent conductor of sound.",Special Uses,,Picea,sitchensis,,16
11943,"For these reasons, the wood is also an important material for sailboat spars, and aircraft wing spars (including flying models).",Special Uses,,Picea,sitchensis,,16
11944,"The Wright brothers' Flyer was built using Sitka spruce, as were many aircraft before World War II; during that war, aircraft such as the British Mosquito used it as a substitute for strategically important aluminium.",Special Uses,,Picea,sitchensis,,16
11945,Newly grown tips of Sitka spruce branches are used to flavor spruce beer and are boiled to make syrup.,Special Uses,,Picea,sitchensis,,16
11946,"The rooting habit of coast Douglas-fir is not particularly deep, with the roots tending to be shallower than those of same-aged Ponderosa pine, sugar pine, or California incense-cedar, though deeper than Sitka spruce.",Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11947,Some roots are commonly found in organic soil layers or near the mineral soil surface.,Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11948,"However, Douglas-fir exhibits considerable morphological plasticity, and on drier sites coast Douglas-fir will generate deeper taproots.",Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11949,Douglas-fir snags are abundant in forests older than 100–150 years and provide cavity-nesting habitat for numerous forest birds.,Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11950,"Mature or ""old-growth"" Douglas-fir forest is the primary habitat of the red tree vole (Arborimus longicaudus) and the spotted owl (Strix occidentalis).",Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11951,Home range requirements for breeding pairs of spotted owls are at least 400 ha (4 square kilometres (990 acres) of old-growth.,Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11952,Red tree voles may also be found in immature forests if Douglas-fir is a significant component.,Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11953,This animal nests almost exclusively in the foliage of Douglas-fir trees.,Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11954,Nests are located 2–50 metres (6.6–164.0 ft) above the ground.,Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11955,The red tree vole's diet consists chiefly of common Douglas-fir needles.,Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11956,"A parasitic plant sometimes utilizing P. menziesii is Arceuthobium douglasii Commonly known as Douglas-fir dwarf mistletoe.
",Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11957,"Its seedlings are not a preferred browse of black-tailed deer (Odocoileus hemionus columbianus) and elk (Cervus canadensis), but can be an important food source for these animals during the winter when other preferred forages are lacking.",Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11958,"In many areas, coast Douglas-fir needles are a staple in the spring diet of blue grouse (Dendragapus).",Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11959,"In the winter, New World porcupines primarily eat the inner bark of young conifers, among which they prefer Douglas-fir.",Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11960,Douglas-fir seeds are an extremely important food for small mammals.,Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11961,"Mice, voles, shrews, and chipmunks consumed an estimated 65 percent of a Douglas-fir seed crop following dispersal in western Oregon.",Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11962,The Douglas squirrel (Tamiasciurus douglasii) harvests and caches great quantities of Douglas-fir cones for later use.,Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11963,"They also eat mature pollen cones, developing inner bark, terminal shoots, and tender young needles.",Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11964,The seeds are also important in the diets of several seed-eating birds.,Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11965,"These include most importantly American sparrows (Emberizidae) – dark-eyed junco (Junco hyemalis), song sparrow (Melospiza melodia), golden-crowned sparrow (Zonotrichia atricapilla) and white-crowned sparrow (Z. leucophrys) – and true finches (Fringillidae) – pine siskin (Carduelis pinus), purple finch (""Carpodacus"" purpureus), and the Douglas-fir red crossbill (Loxia curvirostra neogaea) which is uniquely adapted to foraging for P. menziesii seeds.",Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11966,"The coast Douglas-fir variety is the dominant tree west of the Cascade Mountains in the Pacific Northwest, occurring in nearly all forest types, competes well on most parent materials, aspects, and slopes.",Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11967,"Adapted to a moist, mild climate, it grows larger and faster than Rocky Mountain Douglas-fir.",Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11968,"Associated trees include western hemlock, Sitka spruce, sugar pine, western white pine, Ponderosa pine, grand fir, coast redwood, western redcedar, California incense-cedar, Lawson's cypress, tanoak, bigleaf maple and several others.",Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11969,"Pure stands are also common, particularly north of the Umpqua River in Oregon.
",Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11970,"Shrub associates in the central and northern part of Coast Douglas-fir's range include vine maple (Acer circinatum), salal (Gaultheria shallon), Pacific rhododendron (Rhododendron macrophyllum), Oregon-grape (Mahonia aquifolium), red huckleberry (Vaccinium parvifolium), and salmonberry (Rubus spectabilis).",Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11971,"In the drier, southern portion of its range shrub associates include California hazel (Corylus cornuta var. californica), oceanspray (Holodiscus discolor), creeping snowberry (Symphoricarpos mollis), western poison-oak (Toxicodendron diversilobum), ceanothus (Ceanothus spp.), and manzanita (Arctostaphylos spp.).",Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11972,"In wet coastal forests, nearly every surface of old-growth coast Douglas-fir is covered by epiphytic mosses and lichens.",Ecology,,Pseudotsuga,menziesii var. menziesii,,6
11973,The sandpaper oak can be a small tree of up to 12 metres (39 feet) high or a large shrub that forms thickets.,Description,,Quercus,pungens,,5
11974,The bark is light brown and papery.,Description,,Quercus,pungens,,5
11975,"The twigs are gray, with short velvety hairs, becoming smooth with age.",Description,,Quercus,pungens,,5
11976,"The buds are dark red-brown, sparsely covered with hairs.",Description,,Quercus,pungens,,5
11977,"The leathery leaves are semi-evergreen, being bright glossy green at first but turning darker with age.",Description,,Quercus,pungens,,5
11978,"It is their rough texture, caused by minute persistent hair bases, that gives the tree its name of sandpaper oak.",Description,,Quercus,pungens,,5
11979,"The inflorescence, which appears in spring, is reddish, the female catkins having one to three flowers and the male catkins numerous flowers.",Description,,Quercus,pungens,,5
11980,The acorn cups are shallow and covered with dense gray hairs.,Description,,Quercus,pungens,,5
11981,"The acorns grow singly or in pairs and are light brown, broadly ovoid with a rounded apex.",Description,,Quercus,pungens,,5
11982,The Santa Cruz cypress (Hesperocyparis abramsiana; formerly classified as Cupressus abramsiana) is a species of North American tree within the Cypress family.,Summary,,Cupressus,abramsiana,,17
11983,The species is endemic to the Santa Cruz Mountains within the Santa Cruz and San Mateo counties of west-central California.,Summary,,Cupressus,abramsiana,,17
